TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
MDIA3;25,59;2,15;13,43;1,08;0,68;34,42;8,58;6,68;10,46;10,73;0,27;0,03;0,90;2,66;-1,28;2,20;8,08;5,06;6,28;0,63;0,37;0,76;9,62;3,01;12.618.936,16;23,59;1,91;-0,49;8.675.010.000,00
MDNE3;16,02;4,05;5,42;0,89;0,33;33,54;15,79;16,02;5,49;5,90;0,43;0,07;0,87;1,18;-0,62;2,46;16,37;6,06;10,21;0,37;0,63;0,38;30,95;;7.064.753,26;18,09;2,96;0,09;1.361.097.281,25
MEAL3;1,26;;-4,74;0,35;0,13;32,81;1,36;-3,43;11,95;24,00;11,95;0,35;0,16;-2,60;-0,16;0,78;-7,33;-2,73;1,13;0,37;0,63;0,80;6,77;;547.936,74;3,63;-0,27;0,68;361.212.440,40
MELK3;3,37;11,87;9,74;0,51;0,27;21,72;7,53;6,94;8,97;7,78;-1,32;-0,07;0,68;0,53;-1,14;2,93;5,22;2,75;2,89;0,53;0,47;0,40;12,82;9,44;1.698.048,32;6,63;0,35;-0,31;695.127.679,17
MERC3;14,80;;30,92;2,34;1,16;72,02;41,75;28,72;21,27;18,25;;;8,88;466,36;-1,17;;7,57;3,77;;0,50;0,50;0,13;-24,22;-4,94;0,00;6,32;0,48;0,01;520.465.075,50
MERC4;9,70;;20,27;1,53;0,76;72,02;41,75;28,72;13,94;18,25;;;5,82;305,65;-0,77;;7,57;3,77;;0,50;0,50;0,13;-24,22;-4,94;2.473,16;6,32;0,48;0,01;520.465.075,50
MGEL3;74,10;;-10,31;774,93;0,58;11,97;6,67;-4,39;6,77;11,94;9,13;1.045,02;0,45;3,39;-1,03;1,64;-7.518,08;-5,62;6,30;0,00;1,00;1,28;11,25;;0,00;0,10;-7,19;0,05;177.708.101,70
MGEL4;6,60;;-0,92;69,02;0,05;11,97;6,67;-4,39;0,60;11,94;9,13;1.045,02;0,04;0,30;-0,09;1,64;-7.518,08;-5,62;6,30;0,00;1,00;1,28;11,25;;9.322,53;0,10;-7,19;0,00;177.708.101,70
MGLU3;9,95;3,06;16,42;0,65;0,20;30,57;4,11;1,18;4,72;6,35;1,55;0,21;0,19;2,59;-0,41;1,17;3,96;1,20;7,55;0,30;0,70;1,02;13,85;-13,41;288.278.494,53;15,32;0,61;-0,11;7.367.782.622,56
MILS3;9,96;6,06;8,18;1,61;0,60;62,06;32,25;18,08;4,59;6,78;2,17;0,76;1,48;2,90;-0,97;2,23;19,67;7,36;12,18;0,37;0,63;0,41;29,09;;5.254.210,47;6,18;1,22;3,27;2.330.073.159,65
MLAS3;1,25;;-3,24;0,36;0,20;23,20;-0,61;-9,48;-50,82;-46,50;4,72;-0,03;0,31;0,50;-0,63;2,31;-11,11;-6,05;-2,48;0,54;0,46;0,64;12,16;;1.464.387,53;3,52;-0,39;0,05;1.033.879.423,50
MMXM3;14,00;;-2,17;-0,11;0,71;;;;-181,31;-719,57;-538,27;;;-0,10;-0,75;0,01;-4,97;-32,75;0,28;-6,58;7,60;0,00;-6,95;;;-129,88;-6,46;0,03;90.834.562,00
MNDL3;18,50;;48,07;1,12;0,13;38,56;13,76;0,39;1,38;5,11;3,73;3,04;0,19;-1,60;-0,22;0,84;2,33;0,26;19,37;0,11;0,89;0,67;14,83;;16.857,89;16,50;0,38;-0,31;183.539.240,00
MNPR3;26,41;;15,59;-0,60;0,50;26,42;12,97;3,39;4,07;4,06;-0,01;;0,53;-0,49;-1,14;0,36;-3,85;3,21;-13,40;-0,83;1,83;0,95;8,54;;56.271,21;-43,96;1,69;13,24;187.513.641,00
MOAR3;226,00;18,42;38,12;2,05;1,10;;;;-42,70;-29,77;12,93;-0,62;;1,92;-2,99;11,16;5,37;2,89;-6,07;0,54;0,46;0,00;;-6,22;71.438,95;110,44;5,93;-0,42;2.768.775.946,00
MODL11;8,46;;-27,27;1,66;0,27;50,83;-5,11;-5,48;-29,26;-29,26;;;1,50;;-0,30;;-6,10;-0,97;;0,16;0,84;0,18;;;;5,09;-0,31;0,17;1.985.844.000,00
MODL3;3,08;;-29,78;1,82;0,29;50,83;-5,11;-5,48;-31,96;-29,26;;;1,63;;-0,32;;-6,10;-0,97;;0,16;0,84;0,18;;;;1,70;-0,10;0,19;1.985.844.000,00
MODL4;2,72;;-26,30;1,60;0,26;50,83;-5,11;-5,48;-28,22;-29,26;;;1,44;;-0,29;;-6,10;-0,97;;0,16;0,84;0,18;;;;1,70;-0,10;0,17;1.985.844.000,00
MOSI3;8,24;;2,17;0,14;0,02;0,00;0,00;3,42;;;;0,00;0,07;;-0,02;;6,38;0,74;;0,12;0,88;0,22;;;;59,43;3,79;0,17;1.043.149.227,20
MOVI3;7,11;2,15;11,17;1,04;0,08;29,79;19,43;1,72;0,99;7,18;6,18;6,50;0,19;-1,12;-0,11;0,75;9,29;0,76;11,06;0,08;0,92;0,44;28,58;0,32;33.494.791,89;6,88;0,64;-0,08;2.586.836.894,04
MRFG3;21,94;12,86;6,74;0,95;0,14;13,23;3,99;1,88;3,17;10,49;7,28;2,17;0,13;1,57;-0,23;1,28;14,02;2,03;4,13;0,14;0,86;1,08;25,01;66,56;100.723.069,58;23,24;3,26;-0,02;18.848.680.774,43
MRSA3B;29,00;;6,92;1,31;0,48;44,34;36,23;20,15;3,85;5,31;1,58;0,54;1,40;4,94;-0,64;1,58;18,96;6,87;12,23;0,36;0,64;0,34;17,02;22,97;1.364,68;22,09;4,19;0,39;9.499.799.915,00
MRSA5B;27,00;;6,45;1,22;0,44;44,34;36,23;20,15;3,59;5,31;1,58;0,54;1,30;4,60;-0,60;1,58;18,96;6,87;12,23;0,36;0,64;0,34;17,02;22,97;853,58;22,09;4,19;0,36;9.499.799.915,00
MRSA6B;27,00;;6,45;1,22;0,44;44,34;36,23;20,15;3,59;5,31;1,58;0,54;1,30;4,60;-0,60;1,58;18,96;6,87;12,23;0,36;0,64;0,34;17,02;22,97;569,05;22,09;4,19;0,36;9.499.799.915,00
MRVE3;6,09;;-6,82;0,46;0,12;26,37;4,81;-5,59;7,92;29,57;21,60;1,25;0,38;0,62;-0,22;1,68;-6,74;-1,71;1,65;0,25;0,75;0,31;8,27;;63.105.343,58;13,27;-0,89;0,00;3.433.242.693,10
MSPA3;47,00;0,61;90,89;0,36;0,21;35,81;21,23;2,03;8,69;12,21;3,76;0,15;1,85;11,10;-0,23;1,28;0,39;0,23;1,92;0,59;0,41;0,11;6,03;;0,00;132,18;0,52;-1,57;292.756.110,20
MSPA4;36,30;0,88;70,20;0,27;0,16;35,81;21,23;2,03;6,71;12,21;3,76;0,15;1,43;8,58;-0,18;1,28;0,39;0,23;1,92;0,59;0,41;0,11;6,03;;0,00;132,18;0,52;-1,21;292.756.110,20
MSRO3;702,50;;-5.261,13;272,50;65,70;31,13;15,29;-2,38;818,60;825,85;7,26;2,42;125,16;-555,60;-83,94;0,65;-5,18;-1,25;7,47;0,24;0,76;0,52;22,78;;;2,58;-0,13;39,04;18.271.898.550,00
MTIG3;0,00;;0,00;0,00;0,00;-16,12;-64,07;-113,09;0,00;-1,28;-1,17;;0,00;0,00;0,00;0,27;-725,28;-74,53;-104,33;-0,10;1,10;0,66;-17,44;;;-0,06;-0,46;0,00;3.700.608,00
MTIG4;23,00;;-49,52;-359,15;36,91;-16,12;-64,07;-113,09;-87,41;-1,28;-1,17;;56,00;-50,93;-50,15;0,27;-725,28;-74,53;-104,33;-0,10;1,10;0,66;-17,44;;;-0,06;-0,46;-0,09;3.700.608,00
MTRE3;3,95;11,19;8,49;0,40;0,19;23,82;7,26;4,17;4,88;9,45;4,55;0,37;0,35;0,44;-0,84;2,27;4,72;2,24;3,57;0,47;0,53;0,54;30,48;9,01;2.367.176,32;9,85;0,47;-0,19;417.810.539,00
MTSA3;70,00;3,29;20,16;1,34;1,11;22,59;6,36;6,02;19,08;11,04;-3,91;-0,27;1,21;1,82;-4,66;4,94;6,64;5,49;3,76;0,83;0,17;0,91;11,91;11,14;0,00;52,26;3,47;-0,31;482.313.440,00
MTSA4;40,95;6,18;11,79;0,78;0,65;22,59;6,36;6,02;11,16;11,04;-3,91;-0,27;0,71;1,07;-2,72;4,94;6,64;5,49;3,76;0,83;0,17;0,91;11,91;11,14;87.500,32;52,26;3,47;-0,18;482.313.440,00
MULT3;25,21;4,37;9,90;2,25;1,03;82,84;67,34;51,35;7,55;10,09;2,47;0,74;5,08;20,25;-1,24;1,41;22,76;10,36;13,86;0,46;0,54;0,20;14,28;22,66;99.588.167,32;11,20;2,55;0,47;12.947.120.176,23
MWET3;12,50;;0,78;0,98;0,07;5,92;23,23;11,75;0,40;1,41;1,02;2,53;0,09;-1,40;-0,12;0,88;125,56;9,34;53,95;0,07;0,93;0,79;9,33;;0,00;12,73;15,98;0,00;25.450.637,10
MWET4;12,30;;0,77;0,97;0,07;5,92;23,23;11,75;0,39;1,41;1,02;2,53;0,09;-1,38;-0,12;0,88;125,56;9,34;53,95;0,07;0,93;0,79;9,33;;1.789,89;12,73;15,98;0,00;25.450.637,10
MYPK3;12,50;5,69;7,26;0,38;0,12;11,88;6,66;1,73;1,88;5,74;3,84;0,77;0,13;0,62;-0,22;1,72;5,22;1,66;7,12;0,32;0,68;0,96;8,89;-4,74;13.778.862,32;32,99;1,72;0,01;1.921.495.012,50
NAFG3;64,37;;11,80;2,76;1,15;41,15;16,49;9,34;6,68;5,06;1,17;0,48;1,10;3,20;-2,87;2,52;23,42;9,77;15,89;0,42;0,58;1,05;7,87;35,19;;23,30;5,46;-1,14;508.315.292,42
NAFG4;19,02;;3,49;0,82;0,34;41,15;16,49;9,34;1,97;5,06;1,17;0,48;0,33;0,94;-0,85;2,52;23,42;9,77;15,89;0,42;0,58;1,05;7,87;35,19;;23,30;5,46;-0,34;508.315.292,42
NEMO3;0,00;;0,00;0,00;0,00;42,20;33,09;-4,45;0,00;5,06;5,06;2,44;0,00;0,00;0,00;1,72;-6,50;-1,27;7,19;0,20;0,80;0,29;12,75;;;46,96;-3,05;0,00;0,00
NEMO4;0,00;;0,00;0,00;0,00;42,20;33,09;-4,45;0,00;5,06;5,06;2,44;0,00;0,00;0,00;1,72;-6,50;-1,27;7,19;0,20;0,80;0,29;12,75;;;46,96;-3,05;0,00;0,00
NEMO5;52,97;;-17,35;1,13;0,22;42,20;33,09;-4,45;2,34;5,06;5,06;2,44;0,77;2,06;-0,30;1,72;-6,50;-1,27;7,19;0,20;0,80;0,29;12,75;;;46,96;-3,05;0,11;0,00
NEMO6;0,00;;0,00;0,00;0,00;42,20;33,09;-4,45;0,00;5,06;5,06;2,44;0,00;0,00;0,00;1,72;-6,50;-1,27;7,19;0,20;0,80;0,29;12,75;;;46,96;-3,05;0,00;0,00
NEOE3;22,31;3,48;7,43;0,83;0,25;26,73;19,80;7,42;2,79;7,41;4,62;1,37;0,55;6,11;-0,32;1,22;11,10;3,32;10,16;0,30;0,70;0,45;11,47;10,27;22.678.481,84;26,98;2,99;-0,40;27.019.126.740,48
NEXP3;3,95;;-0,22;-0,06;0,30;45,33;-24,27;-42,42;-0,38;-0,21;0,17;;0,09;-0,63;-0,77;0,56;-26,07;-140,64;15,05;-5,40;6,40;3,32;-3,43;;2.969,00;-70,04;-18,26;0,05;10.489.497,55
NGRD3;20,13;;-5,44;0,41;0,30;59,22;-14,73;-12,34;-4,56;-1,49;3,08;-0,27;0,67;1,27;-0,48;2,86;-7,47;-5,57;-9,23;0,75;0,25;0,45;5,77;;384.037,42;49,55;-3,70;0,00;184.007.202,72
NORD3;6,40;;-4,92;-0,26;2,19;91,57;-15,06;-344,09;-112,41;-213,02;-100,61;;16,92;-0,25;-2,41;0,01;-5,23;-44,52;0,30;-8,51;9,51;0,13;22,14;;2.498,47;-24,87;-1,30;-0,28;42.377.510,40
NRTQ3;0,00;;0,00;0,00;0,00;23,71;5,83;4,40;0,00;6,34;6,34;0,34;0,00;0,00;0,00;4,43;4,01;2,42;3,53;0,60;0,40;0,55;3,58;-16,05;;20,07;0,81;0,00;0,00
NTCO3;10,04;;-1,56;0,89;0,38;65,24;3,77;-37,07;15,36;18,12;2,63;0,15;0,58;2,52;-0,63;1,58;-56,98;-24,05;-0,22;0,42;0,58;0,65;10,77;;112.071.139,37;11,27;-6,42;0,00;13.947.870.004,65
NUTR3;3,90;;5,03;1,14;0,48;18,20;9,13;5,13;2,83;3,21;0,50;0,20;0,26;1,39;-1,65;1,96;22,76;9,60;26,45;0,42;0,58;1,87;25,86;-21,49;12.130,58;3,41;0,78;0,03;51.653.160,00
ODER3;0,00;;0,00;0,00;0,00;28,77;7,00;5,01;0,00;;4,37;0,42;0,00;0,00;0,00;2,69;6,88;3,55;4,48;0,52;0,48;0,71;11,90;12,16;;47,26;3,25;0,00;
ODER4;97,78;;30,06;2,07;1,07;28,77;7,00;5,01;21,51;;4,37;0,42;1,51;2,27;-4,25;2,69;6,88;3,55;4,48;0,52;0,48;0,71;11,90;12,16;0,00;47,26;3,25;-0,50;
ODPV3;10,76;7,63;10,89;4,78;2,77;34,33;30,13;23,64;8,55;8,03;-0,54;-0,30;2,57;-21,39;-3,60;0,64;43,90;25,41;37,70;0,58;0,42;1,07;4,75;13,62;12.854.615,74;2,25;0,99;2,00;5.873.080.077,36
OFSA3;22,44;4,74;9,01;1,60;0,87;50,52;84,59;13,11;1,40;1,54;0,14;0,17;1,18;2,02;-2,46;3,06;17,76;9,70;73,86;0,55;0,45;0,74;10,59;23,75;62.302,53;14,02;2,49;-0,02;1.210.615.694,64
OGXP3;1,63;;-2,15;-0,98;0,92;;;;-9,26;-9,26;0,00;;;-0,98;;0,51;-45,53;-43,02;10,57;-0,94;1,94;0,00;;;;-1,67;-0,76;0,02;52.747.073,84
OIBR3;0,59;;0,02;-0,01;0,01;-45,74;-61,51;302,19;-0,10;-5,32;-5,21;;0,06;-6,69;-0,02;1,00;-59,01;48,64;45,57;-0,82;1,82;0,16;-30,86;;5.339.406,16;-49,34;29,11;0,00;205.386.865,98
OIBR4;7,32;;0,25;-0,15;0,12;-45,74;-61,51;302,19;-1,24;-5,32;-5,21;;0,76;-82,96;-0,21;1,00;-59,01;48,64;45,57;-0,82;1,82;0,16;-30,86;;387.662,84;-49,34;29,11;0,00;205.386.865,98
OMGE3;27,57;;8,07;1,08;0,41;32,09;37,97;18,17;3,86;7,50;3,64;1,01;1,47;3,80;-0,53;2,03;13,33;5,13;10,49;0,38;0,62;0,28;30,00;90,68;;25,63;3,42;0,02;5.521.562.588,85
ONCO3;5,92;;-5,96;1,14;0,34;33,09;-1,93;-10,38;-32,11;-61,99;-29,93;1,06;0,62;1,74;-0,59;1,90;-19,10;-5,77;-2,04;0,30;0,70;0,56;;;12.878.419,68;5,19;-0,99;0,02;3.858.397.372,96
OPCT3;5,44;;-69,74;1,09;0,36;26,84;16,24;-0,91;3,89;8,04;4,17;1,17;0,63;2,40;-0,54;1,82;-1,57;-0,51;9,37;0,33;0,67;0,57;31,17;;2.054.752,89;4,97;-0,08;0,58;1.085.780.378,22
ORVR3;48,34;;65,91;4,59;1,20;45,77;30,23;6,74;14,70;19,83;5,03;1,57;4,44;8,21;-1,66;2,15;6,97;1,83;8,95;0,26;0,74;0,27;21,01;83,76;16.039.444,63;10,53;0,73;1,27;4.010.675.483,15
OSXB3;2,98;;-0,01;0,00;0,01;100,00;-1.519,57;-2.465,56;-0,01;-6,88;-6,87;;0,15;-0,01;-0,01;0,01;-18,90;-114,08;77,44;-6,04;7,04;0,05;39,92;;9.515,32;-2.669,76;-504,53;0,00;9.381.153,24
PARD3;20,25;;36,76;5,30;2,10;26,45;13,31;6,98;19,27;19,93;0,66;0,18;2,57;-54,06;-3,28;0,90;14,42;5,70;14,80;0,40;0,60;0,82;13,44;2,56;;3,82;0,55;-1,04;5.403.493.010,25
PATI3;29,00;20,17;8,20;0,90;0,43;12,37;6,09;4,01;5,40;5,59;0,18;0,03;0,33;1,03;-1,68;2,28;11,01;5,23;7,43;0,48;0,52;1,30;14,96;36,56;28.394,95;32,14;3,54;0,02;695.063.987,00
PATI4;30,00;30,17;8,48;0,93;0,44;12,37;6,09;4,01;5,59;5,59;0,18;0,03;0,34;1,06;-1,74;2,28;11,01;5,23;7,43;0,48;0,52;1,30;14,96;36,56;6.839,89;32,14;3,54;0,02;695.063.987,00
PCAR3;4,25;;-0,86;0,71;0,11;27,53;-2,32;-12,81;-4,77;-8,06;-3,21;0,48;0,11;-8,66;-0,15;0,96;-82,01;-12,22;-6,42;0,15;0,85;0,95;-19,80;;61.426.926,95;5,99;-4,91;-0,14;2.083.717.399,75
PCAR4;72,11;;-14,69;12,05;1,79;27,53;-2,32;-12,81;-81,09;-8,06;-3,21;0,48;1,88;-147,31;-2,60;0,96;-82,01;-12,22;-6,42;0,15;0,85;0,95;-19,80;;;5,99;-4,91;-2,45;2.083.717.399,75
PDGR3;0,69;;-0,02;0,00;0,02;2,53;-127,88;-358,57;-0,06;-1,21;-1,15;;0,08;-0,01;-0,05;0,32;-12,90;-80,45;6,82;-6,23;7,23;0,22;-16,76;;1.085.441,26;-238,99;-30,84;0,00;9.484.670,60
PDTC3;1,04;;-2.968,91;677,83;114,84;31,81;-1,95;-9,32;-14.161,83;-13.787,13;-33,81;1,62;276,64;299,19;-367,58;2,26;-22,83;-3,87;-1,30;0,17;0,83;0,42;;;52.607,21;0,00;0,00;29,64;82.648.411,04
PEAB3;41,00;2,94;18,89;0,87;0,63;65,09;35,65;46,82;24,81;25,62;-1,89;-0,07;8,84;4,14;-0,77;5,21;4,58;3,31;2,86;0,72;0,28;0,07;-26,42;-2,09;51.137,74;47,40;2,17;0,08;859.939.203,00
PEAB4;50,00;2,71;23,04;1,05;0,76;65,09;35,65;46,82;30,25;25,62;-1,89;-0,07;10,78;5,05;-0,94;5,21;4,58;3,31;2,86;0,72;0,28;0,07;-26,42;-2,09;25.257,74;47,40;2,17;0,10;859.939.203,00
PETR3;32,47;23,00;11,43;1,14;0,37;50,21;27,95;7,46;3,05;5,36;2,38;0,89;0,85;-7,02;-0,42;0,69;9,96;3,25;16,12;0,33;0,67;0,44;10,18;-1,82;445.532.329,53;28,51;2,84;-0,16;406.896.104.812,40
PETR4;30,35;24,78;10,68;1,06;0,35;50,21;27,95;7,46;2,85;5,36;2,38;0,89;0,80;-6,56;-0,40;0,69;9,96;3,25;16,12;0,33;0,67;0,44;10,18;-1,82;1.551.629.289,74;28,51;2,84;-0,15;406.896.104.812,40
PETZ3;4,68;6,22;-50,65;1,30;0,56;46,93;1,90;-1,29;34,38;35,38;1,73;0,07;0,65;3,91;-0,86;1,67;-2,57;-1,10;1,03;0,43;0,57;0,85;27,50;;24.183.426,84;3,59;-0,09;0,14;2.165.622.849,00
PFRM3;7,94;7,34;8,59;0,62;0,18;15,00;2,95;1,13;3,28;5,19;1,90;0,36;0,10;0,95;-0,62;1,34;7,23;2,04;12,35;0,28;0,72;1,81;16,16;57,09;2.416.116,00;12,81;0,93;0,14;984.311.545,35
PGMN3;3,38;7,48;20,41;0,77;0,23;31,85;4,54;0,82;3,66;5,88;2,21;0,47;0,17;1,71;-0,48;1,36;3,79;1,15;11,44;0,30;0,70;1,41;14,51;;3.407.822,37;4,37;0,17;0,00;2.104.633.847,68
PINE3;4,55;10,86;10,16;0,96;0,04;16,78;0,62;3,62;59,56;59,95;;;0,37;;-0,04;;9,46;0,38;;0,04;0,96;0,10;25,71;;68.214,32;4,73;0,45;-0,23;1.036.879.902,98
PINE4;4,62;10,72;10,29;0,97;0,04;16,78;0,62;3,62;60,35;59,95;;;0,37;;-0,04;;9,46;0,38;;0,04;0,96;0,10;25,71;;1.191.585,37;4,73;0,45;-0,23;1.036.879.902,98
PLAS3;6,15;;-0,69;-0,15;0,12;14,85;1,52;-9,72;4,45;20,94;16,49;;0,07;-0,29;-0,18;0,48;-21,18;-16,59;3,51;-0,78;1,78;1,71;22,66;;470,95;-41,79;-8,85;0,00;76.416.320,70
PLPL3;11,66;8,63;6,91;2,60;0,92;33,07;17,29;13,28;5,31;4,87;-0,48;-0,23;0,92;1,49;-6,10;3,69;37,55;13,32;26,05;0,35;0,65;1,00;29,22;27,45;10.153.579,89;4,49;1,69;0,25;2.377.485.660,00
PMAM3;2,18;;-0,08;-0,03;0,10;-35,57;-95,53;-464,99;-0,37;-12,16;-11,78;;0,36;-0,03;-0,13;0,06;-34,02;-131,44;42,48;-3,86;4,86;0,28;-38,50;;2.976.555,42;-83,34;-28,35;0,00;164.425.045,94
PNVL3;9,17;3,77;13,04;1,11;0,41;31,79;3,95;2,13;7,05;12,35;5,24;0,83;0,28;1,66;-1,01;1,70;8,55;3,12;7,62;0,37;0,63;1,46;12,65;6,57;2.267.277,79;8,21;0,70;0,96;1.375.953.951,15
PNVL4;18,62;;26,54;2,27;0,83;31,79;3,95;2,13;14,34;12,35;5,24;0,83;0,57;3,38;-2,05;1,70;8,55;3,12;7,62;0,37;0,63;1,46;12,65;6,57;;8,21;0,70;1,96;1.375.953.951,15
POMO3;5,36;11,01;5,08;1,49;0,65;24,80;16,96;13,96;4,18;5,75;0,79;0,28;0,71;2,36;-1,61;1,84;29,40;12,71;16,48;0,43;0,57;0,91;14,78;42,90;2.603.994,53;3,59;1,06;0,11;7.245.264.713,23
POMO4;6,94;8,49;6,58;1,93;0,84;24,80;16,96;13,96;5,42;5,75;0,79;0,28;0,92;3,06;-2,09;1,84;29,40;12,71;16,48;0,43;0,57;0,91;14,78;42,90;84.755.551,21;3,59;1,06;0,14;7.245.264.713,23
PORT3;17,18;6,09;15,63;2,66;1,13;47,31;32,12;16,57;8,06;10,55;2,47;0,81;2,59;36,25;-1,38;1,21;17,01;7,23;11,36;0,42;0,58;0,44;12,80;33,18;11.687.417,16;6,46;1,10;0,73;7.571.590.543,00
POSI3;5,80;7,21;10,23;0,50;0,18;25,05;8,39;2,18;2,66;4,99;2,31;0,43;0,22;0,56;-0,55;1,97;4,88;1,80;9,98;0,37;0,63;0,83;14,00;37,32;6.219.711,84;11,61;0,57;-0,15;822.440.000,00
POWE3;10,90;;23,92;0,99;0,38;6,82;3,52;2,59;17,55;10,60;-6,96;-0,39;0,62;6,57;-0,74;1,13;4,13;1,58;3,81;0,38;0,62;0,61;;;;11,02;0,46;-1,77;977.237.930,40
PPAR3;14,60;16,25;1,32;0,04;0,03;;;;1,68;-3,52;-5,20;-0,13;;0,32;-0,03;77,22;3,07;2,22;1,90;0,72;0,28;0,00;;39,15;;359,85;11,03;-0,03;2.160.800,00
PPAR4;0,00;;0,00;0,00;0,00;;;;0,00;-3,52;-5,20;-0,13;;0,00;0,00;77,22;3,07;2,22;1,90;0,72;0,28;0,00;;39,15;;359,85;11,03;0,00;2.160.800,00
PPLA11;1,18;;0,55;369,03;6,34;;;;0,55;0,54;0,00;0,00;;;-369,03;1,00;66.622,22;1.144,27;66.622,22;0,02;0,98;0,00;;;565,05;0,00;2,13;0,00;3.321.305,88
PRIO3;33,78;;2,94;1,17;0,54;50,66;48,36;71,73;4,36;7,06;2,66;0,71;2,11;7,11;-0,63;2,16;39,74;18,48;6,21;0,47;0,53;0,26;54,25;74,54;486.184.638,74;28,92;11,49;0,03;30.314.427.570,86
PRNR3;17,22;;79,45;2,27;0,66;22,40;8,16;0,92;8,98;11,72;2,72;0,69;0,73;12,81;-1,30;1,12;2,86;0,83;9,46;0,29;0,71;0,90;25,85;;3.702.187,05;7,59;0,22;-3,07;806.400.265,82
PSSA3;42,75;5,12;10,45;1,95;0,58;100,00;8,79;7,50;8,91;5,81;-3,10;-0,68;0,78;8,09;-1,28;1,15;18,70;5,52;13,05;0,30;0,70;0,74;14,28;13,91;60.847.722,58;21,88;4,09;0,63;27.628.622.343,80
PTBL3;4,22;;-5,87;1,61;0,18;35,94;5,40;-4,24;4,61;12,97;8,34;2,92;0,25;-1,75;-0,26;0,75;-27,49;-3,05;7,98;0,11;0,89;0,72;16,66;;1.264.240,21;2,63;-0,72;-0,03;599.194.265,50
PTCA11;0,00;;0,00;0,00;0,00;49,00;14,64;9,64;0,00;1,05;1,05;0,51;0,00;0,00;0,00;1,89;32,12;10,94;16,84;0,34;0,66;1,14;19,72;32,36;;30,27;9,72;0,00;0,00
PTCA3;0,00;;0,00;0,00;0,00;49,00;14,64;9,64;0,00;1,05;1,05;0,51;0,00;0,00;0,00;1,89;32,12;10,94;16,84;0,34;0,66;1,14;19,72;32,36;;30,27;9,72;0,00;0,00
PTNT3;8,92;3,04;11,70;0,89;0,49;15,14;5,50;4,58;9,74;9,92;2,22;0,20;0,54;1,73;-0,98;2,29;7,60;4,17;5,43;0,55;0,45;0,91;6,38;8,54;4.776,42;10,02;0,76;-0,31;336.970.119,92
PTNT4;6,06;4,47;7,95;0,60;0,33;15,14;5,50;4,58;6,62;9,92;2,22;0,20;0,36;1,18;-0,67;2,29;7,60;4,17;5,43;0,55;0,45;0,91;6,38;8,54;66.907,16;10,02;0,76;-0,21;336.970.119,92
QUAL3;2,23;;96,27;0,49;0,15;83,15;11,73;0,42;3,42;8,77;5,34;0,76;0,40;4,10;-0,23;1,10;0,51;0,15;5,39;0,30;0,70;0,36;-4,63;-55,86;4.006.616,26;4,58;0,02;-0,89;633.351.944,75
QUSW3;0,00;;0,00;0,00;0,00;100,00;53,81;37,99;0,00;1,21;1,21;0,42;0,00;0,00;0,00;1,30;24,72;9,21;18,83;0,37;0,63;0,24;-12,03;63,54;;120,88;29,88;0,00;0,00
QVQP3B;0,00;;0,00;0,00;0,00;;;;0,00;0,81;0,81;-0,97;;0,00;;;-109,40;-109,40;-119,66;1,00;0,00;0,00;;;;0,00;0,00;0,00;0,00
RADL3;19,97;1,57;28,61;5,32;1,55;29,73;6,05;3,09;14,59;15,84;1,17;0,43;0,88;9,78;-3,63;1,38;18,61;5,41;22,02;0,29;0,71;1,75;17,22;9,21;184.235.766,53;3,75;0,70;2,08;34.308.603.784,00
RAIL3;19,59;0,47;-37,92;2,44;0,72;45,94;17,43;-6,88;14,97;19,83;4,80;0,78;2,61;8,65;-0,92;1,63;-6,42;-1,90;4,78;0,30;0,70;0,28;14,48;;196.639.144,42;8,05;-0,52;0,16;36.392.528.779,38
RAIZ4;1,80;0,56;-7,17;0,84;0,15;5,46;2,35;-1,03;3,16;8,64;5,48;1,46;0,07;3,71;-0,26;1,10;-11,75;-2,03;6,83;0,17;0,83;1,96;;;20.799.163,58;2,14;-0,25;0,04;18.634.517.071,20
RANI3;7,50;8,56;5,91;1,32;0,50;38,43;19,54;18,71;5,67;9,09;3,40;0,79;1,11;2,44;-0,75;2,49;22,28;8,41;7,24;0,38;0,62;0,45;12,61;;3.501.362,16;5,70;1,27;-0,29;1.798.724.392,50
RANI4;5,50;;4,33;0,97;0,36;38,43;19,54;18,71;4,15;9,09;3,40;0,79;0,81;1,79;-0,55;2,49;22,28;8,41;7,24;0,38;0,62;0,45;12,61;;;5,70;1,27;-0,21;1.798.724.392,50
RAPT3;8,43;4,31;6,80;0,62;0,18;26,72;10,74;3,43;2,17;5,80;3,49;0,99;0,23;0,65;-0,43;1,91;9,06;2,65;8,54;0,29;0,71;0,77;18,53;10,53;168.124,63;13,69;1,24;0,97;2.948.636.548,05
